,blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
5373,0,17,7,6,8,16533,198
5374,1,15,10,4,9,18270,238
5375,1,13,11,1,10,19673,209
5376,1,11,8,3,8,17628,231
5377,1,17,7,10,7,16375,177
5378,0,105,3,8,2,14533,198
5379,0,19,6,7,8,16067,190
5380,1,29,3,6,2,14740,201
5381,0,83,5,5,7,16560,225
5382,0,15,7,8,8,16979,228
5383,0,16,3,16,5,14081,207
5384,0,20,3,11,7,13511,164
5385,0,45,8,9,11,17951,226
5386,1,21,3,4,1,14202,212
5387,0,22,12,9,10,18291,208
5388,0,16,4,9,5,15599,219
5389,1,16,11,4,7,18265,237
5390,1,25,11,5,10,18888,204
5391,0,15,7,9,7,16422,206
5392,1,15,9,7,11,18090,216
5393,1,15,6,3,3,17602,251
5394,1,18,3,7,4,13991,203
5395,1,16,11,2,7,17389,221
5396,1,12,4,7,3,15586,229
5397,0,36,2,7,2,15279,236
5398,1,18,9,6,7,17016,210
5399,1,17,4,7,5,16171,240
5400,1,17,9,1,12,19127,253
5401,0,18,11,5,10,17962,191
5402,0,12,3,8,4,14580,203
5403,0,81,3,2,3,15716,251
5404,0,16,2,6,1,13962,215
5405,1,14,9,3,11,18519,260
5406,1,21,10,3,12,18557,235
5407,1,17,6,5,6,16793,233
5408,0,16,10,5,8,19169,235
5409,1,13,12,7,15,19933,219
5410,0,17,4,5,5,16391,233
5411,1,55,7,2,12,17340,229
5412,1,31,12,11,16,19861,220
5413,0,10,4,9,3,16273,246
5414,0,17,5,7,6,15595,206
5415,0,17,8,7,10,17429,209
5416,0,18,5,5,7,16524,245
5417,0,16,4,9,5,15293,226
5418,0,16,3,5,3,13988,174
5419,1,17,4,5,2,15557,234
5420,0,14,3,6,4,15227,231
5421,0,14,8,3,8,16378,178
5422,0,17,7,8,6,16007,204
5423,1,19,8,7,11,17937,227
5424,0,18,0,8,0,13537,208
5425,0,16,9,7,5,17907,231
5426,0,13,6,5,7,16053,216
5427,1,43,5,8,4,16616,240
5428,1,16,8,8,12,16367,202
5429,1,14,9,4,11,17494,205
5430,1,82,9,5,10,17704,200
5431,1,14,10,9,8,17817,188
5432,1,16,12,13,15,17940,162
5433,0,15,6,6,8,16988,223
5434,1,17,9,7,8,17661,233
5435,1,15,4,3,4,15755,225
5436,0,12,6,15,6,15392,175
5437,0,19,2,8,3,13925,198
5438,1,15,5,3,2,16421,241
5439,1,15,2,3,2,14535,234
5440,1,16,7,2,6,17082,221
5441,0,11,4,5,4,15711,208
5442,1,14,4,4,3,16087,224
5443,0,18,0,7,0,13358,199
5444,1,18,11,4,9,18438,212
5445,0,16,2,5,2,14485,220
5446,1,18,5,1,3,16222,241
5447,0,15,2,7,1,14624,225
5448,1,13,11,8,18,17568,206
5449,0,17,2,4,2,15198,235
5450,1,16,4,3,4,16313,240
5451,0,123,5,7,6,16560,235
5452,0,29,5,6,6,15693,210
5453,1,18,8,10,7,16403,218
5454,0,15,0,4,0,13720,230
5455,0,16,7,4,10,16599,201
5456,0,18,5,5,5,15364,198
5457,0,15,6,10,7,14978,147
5458,0,105,6,6,4,16970,236
5459,0,22,6,12,7,16851,201
5460,0,16,4,5,3,14893,203
5461,1,18,18,6,16,21893,243
5462,1,17,5,3,8,15574,230
5463,1,12,6,8,7,18155,231
5464,1,18,8,5,8,16469,192
5465,0,15,1,5,2,13983,214
5466,1,14,14,3,19,22472,251
5467,1,13,6,2,3,16807,222
5468,1,12,5,9,4,14996,188
5469,1,24,7,5,8,17477,186
5470,0,12,7,8,5,15810,193
5471,0,20,3,8,5,13980,193
5472,1,17,5,5,7,15726,203
5473,0,16,5,5,3,15153,191
5474,0,14,2,5,2,14695,228
5475,0,15,7,7,8,16106,207
5476,1,14,6,4,6,16493,231
5477,1,14,9,5,13,17099,225
5478,0,20,4,9,3,15211,225
5479,0,16,6,4,7,16643,215
5480,0,18,7,7,4,16581,198
5481,1,20,10,7,16,17953,190
5482,0,13,6,8,4,16112,197
5483,1,14,5,7,4,15637,201
5484,0,15,5,7,4,15977,206
5485,0,13,2,9,2,13932,197
5486,1,42,6,6,10,16206,221
5487,0,16,5,9,7,16163,190
5488,1,18,5,4,3,15296,187
5489,1,60,5,8,9,15966,209
5490,0,9,4,2,0,15555,214
5491,1,17,4,1,5,16041,233
5492,0,23,5,9,7,15239,194
5493,1,8,9,8,11,17049,180
5494,1,70,9,5,9,17492,219
5495,0,89,2,8,2,14370,228
5496,0,22,7,8,9,17543,246
5497,0,36,2,9,4,13570,195
5498,0,15,5,6,5,15948,222
5499,1,14,3,6,6,14339,197
5500,1,18,16,10,12,20084,175
5501,1,16,4,5,5,15375,200
5502,1,17,3,5,5,14313,194
5503,1,15,9,1,8,17786,233
5504,1,18,4,8,4,16657,210
5505,1,12,6,4,5,15994,235
5506,0,16,5,7,5,14352,153
5507,1,14,5,8,6,15589,203
5508,0,21,8,8,10,17544,213
5509,0,94,6,9,9,16447,208
5510,1,25,4,6,4,15883,235
5511,0,19,6,10,12,15693,177
5512,0,11,3,13,1,13737,174
5513,0,12,7,3,5,17019,236
5514,0,11,3,5,3,15029,230
5515,0,14,6,7,6,16643,232
5516,1,19,4,9,4,15198,226
5517,1,69,10,5,19,18625,231
5518,0,15,6,7,2,15030,204
5519,1,18,8,3,4,18347,251
5520,1,17,9,4,4,18458,270
5521,0,17,7,8,8,16228,191
5522,0,11,9,7,5,16880,195
5523,1,38,0,4,0,14144,228
5524,0,18,6,5,3,16056,198
5525,1,43,7,10,5,17444,197
5526,1,15,2,4,3,14716,219
5527,1,16,6,3,4,16443,261
5528,1,17,3,4,1,14507,207
5529,0,17,12,10,18,17974,182
5530,0,16,3,9,4,15279,206
5531,1,15,8,4,7,18837,246
5532,0,11,3,9,3,14291,212
5533,0,11,6,9,2,15290,195
5534,1,34,10,6,9,17687,197
5535,0,14,5,7,6,15742,228
5536,0,13,1,3,1,13942,219
5537,0,24,5,6,5,16452,220
5538,0,35,5,4,3,16123,235
5539,0,16,3,9,4,14725,200
5540,0,38,10,11,10,17151,149
5541,0,35,2,5,1,14616,242
5542,1,16,5,4,5,15862,220
5543,0,16,14,10,23,19139,180
5544,1,14,6,6,9,18409,212
5545,1,18,9,7,9,18236,207
5546,0,36,6,3,9,16991,242
5547,0,15,2,7,2,14270,215
5548,0,13,11,8,9,17802,183
5549,1,14,5,3,7,17340,215
5550,0,15,10,4,15,18959,244
5551,0,39,3,8,3,14809,232
5552,1,183,8,11,8,16900,168
5553,1,18,7,2,6,16647,214
5554,1,17,6,3,2,17149,257
5555,0,14,7,9,5,16855,221
5556,1,34,10,10,7,17838,230
5557,1,14,7,9,5,16730,180
5558,0,19,8,14,7,16948,181
5559,1,15,2,4,4,13946,211
5560,1,16,6,0,7,16144,199
5561,1,17,7,6,7,18248,231
5562,1,15,9,4,12,18710,210
5563,0,17,2,7,1,14733,224
5564,0,30,5,7,4,15386,188
5565,0,24,5,7,7,15812,227
5566,0,13,3,5,3,15553,244
5567,0,20,7,5,6,16549,205
5568,1,12,6,5,10,16348,225
5569,0,14,5,5,5,16115,237
5570,1,13,4,6,4,17814,252
5571,0,12,7,9,5,16884,220
5572,0,46,6,12,8,16038,209
5573,1,22,6,8,8,18198,220
5574,0,14,3,10,1,15827,245
5575,1,18,6,4,7,16421,224
5576,1,15,9,7,13,18107,210
5577,1,12,7,4,7,18821,259
5578,0,31,7,7,6,16063,192
5579,1,37,10,8,16,19376,241
5580,0,16,11,8,14,18345,218
5581,1,15,8,5,7,16239,200
5582,1,11,10,4,8,17596,211
5583,1,16,7,4,14,16655,214
5584,1,13,7,7,5,17623,233
5585,0,14,9,9,10,17326,188
5586,1,17,6,3,6,16628,230
5587,1,40,6,6,6,15863,221
5588,1,18,8,7,7,18698,259
5589,1,11,14,6,15,21087,215
5590,0,18,3,7,3,15689,236
5591,1,18,2,2,4,14795,208
5592,1,58,16,6,20,21747,244
5593,0,15,8,3,7,18103,247
5594,1,30,15,7,15,20822,237
5595,0,18,5,4,7,15881,239
5596,1,16,6,5,6,17342,263
5597,0,15,6,2,7,16583,244
5598,1,18,11,5,11,18544,213
5599,1,14,6,6,6,17023,255
5600,0,13,6,7,2,16190,234
5601,1,17,9,5,15,17965,210
5602,1,16,5,5,10,16932,239
5603,0,19,10,12,11,17793,199
5604,0,18,9,8,9,18096,213
5605,0,10,7,9,6,16317,205
5606,1,14,4,8,3,15049,218
5607,0,18,11,7,21,18997,237
5608,0,17,7,5,10,17098,229
5609,1,14,8,8,4,16459,190
5610,1,14,10,4,9,18129,250
5611,0,18,3,7,4,14459,202
5612,1,14,5,10,6,16373,237
5613,0,17,7,7,7,16645,231
5614,1,16,2,7,4,14010,187
5615,0,15,2,5,2,14780,249
5616,0,14,7,8,10,16740,234
5617,0,15,7,7,8,16812,226
5618,0,16,7,4,9,16667,223
5619,1,15,10,5,7,17954,201
5620,1,14,11,3,14,19278,226
5621,0,8,5,11,6,14784,173
5622,0,12,3,8,1,14290,204
5623,1,16,9,5,12,16759,183
5624,1,16,5,2,3,16929,232
5625,0,19,3,4,3,14839,205
5626,1,22,8,6,6,16820,223
5627,0,18,8,6,9,18010,224
5628,0,21,6,3,11,16409,228
5629,0,39,7,5,9,17456,261
5630,0,12,7,5,7,17235,251
5631,1,13,7,3,7,16934,228
5632,0,15,5,6,4,15109,213
5633,1,23,7,6,5,16898,226
5634,1,17,12,11,12,19237,209
5635,1,18,7,5,8,16525,191
5636,0,38,3,5,2,14452,186
5637,1,20,8,4,8,17463,229
5638,0,76,10,9,13,18695,225
5639,0,20,4,6,2,15360,220
5640,1,17,9,5,13,17626,219
5641,1,16,4,3,5,15429,238
5642,1,13,3,3,3,15271,236
5643,1,12,2,5,3,14961,210
5644,1,16,14,3,14,23424,220
5645,0,12,8,8,6,16983,198
5646,0,12,7,2,8,17490,259
5647,0,20,15,6,12,18863,195
5648,1,20,12,6,9,18259,218
5649,1,13,9,3,13,17939,220
5650,0,34,4,5,5,14695,200
5651,0,118,3,12,2,14299,207
5652,1,38,8,3,9,17328,228
5653,1,14,9,5,11,17299,213
5654,1,18,10,4,14,18541,210
5655,0,19,2,7,3,14854,250
5656,0,16,11,6,15,17816,209
5657,0,35,7,9,9,17482,233
5658,1,15,11,9,9,19754,227
5659,1,15,8,8,6,17928,217
5660,1,22,6,5,6,16273,237
5661,1,16,6,7,6,16473,204
5662,1,18,5,12,4,16033,207
5663,0,16,12,13,14,18002,178
5664,1,14,13,7,12,19360,238
5665,0,17,1,5,1,14777,231
5666,0,17,8,10,9,16738,199
5667,1,41,7,4,7,17070,223
5668,0,17,7,10,7,16995,217
5669,1,18,9,7,12,17896,215
5670,1,110,2,3,5,15186,236
5671,0,34,7,2,4,17294,246
5672,1,14,5,2,7,16443,238
5673,0,17,5,7,5,15420,210
5674,1,24,3,3,4,14979,237
5675,1,19,8,6,8,16984,205
5676,1,16,7,5,6,16580,207
5677,1,18,1,1,1,14529,241
5678,1,18,5,8,5,16616,218
5679,1,15,3,7,3,15199,235
5680,0,14,6,9,9,16240,205
5681,0,19,7,8,10,15719,172
5682,1,15,8,10,15,17231,193
5683,1,16,10,4,12,18945,234
5684,1,16,8,5,9,16779,224
5685,1,34,7,3,4,17993,253
5686,0,14,8,9,5,15782,182
5687,1,15,10,5,8,17910,211
5688,0,21,7,7,4,17319,253
5689,1,15,7,0,4,17788,256
5690,1,13,7,6,14,16304,182
5691,0,14,3,4,1,15438,213
5692,1,12,12,7,9,18879,219
5693,1,15,7,5,10,16987,235
5694,1,19,6,5,2,15740,201
5695,0,15,4,8,5,15375,220
5696,0,14,7,13,8,16658,192
5697,1,73,10,3,8,18130,216
5698,0,16,1,2,1,13486,200
5699,0,14,0,6,0,13421,221
5700,0,16,5,11,7,14587,171
5701,0,15,4,4,5,15741,224
5702,0,19,8,5,9,18098,212
5703,1,17,9,3,9,18695,245
5704,0,14,4,8,6,15549,228
5705,1,19,10,3,13,17951,226
5706,0,22,12,3,11,18428,218
5707,1,15,8,2,4,16466,205
5708,1,12,7,1,8,17056,232
5709,1,15,9,6,7,18017,210
5710,1,19,17,10,21,22745,205
5711,0,40,1,7,2,13998,207
5712,0,13,9,7,7,18012,239
5713,0,16,5,3,6,15840,211
5714,1,15,6,4,12,17784,223
5715,1,25,8,4,12,18167,222
5716,1,20,10,1,15,18795,260
5717,1,13,8,5,15,17999,214
5718,1,19,7,5,5,17381,234
5719,0,15,2,10,2,14194,195
5720,0,27,5,4,6,15732,218
5721,1,13,11,6,10,18335,238
5722,1,17,9,8,12,17785,202
5723,1,63,8,4,11,16911,217
5724,1,15,16,6,16,21442,232
5725,0,16,3,4,2,14652,235
5726,1,45,5,8,6,16936,215
5727,0,14,6,9,6,15821,208
5728,1,17,7,4,8,17863,257
5729,1,16,16,7,16,20300,192
5730,0,13,5,6,3,15964,206
5731,0,21,11,9,10,18172,191
5732,0,14,6,13,5,15662,191
5733,0,11,0,10,0,12863,177
5734,1,21,11,9,13,19236,231
5735,0,16,4,9,5,16500,249
5736,1,19,2,5,2,15292,252
5737,1,15,11,4,10,19677,217
5738,0,14,5,10,4,15660,201
5739,1,11,4,12,3,15639,227
5740,1,20,5,5,6,16746,247
5741,1,25,5,10,1,15042,189
5742,0,16,1,3,2,13496,186
5743,0,21,8,9,9,17421,217
5744,0,23,5,11,6,15696,195
5745,0,17,3,5,1,15577,220
5746,1,13,8,9,10,17563,190
5747,0,15,5,4,4,15387,196
5748,0,16,2,7,2,14612,242
5749,0,15,8,7,8,17898,232
5750,1,19,9,9,11,18376,238
5751,0,36,8,4,6,17235,214
5752,0,12,2,6,1,13736,188
5753,0,73,10,7,10,16818,183
5754,1,20,14,8,15,19950,212
5755,0,16,8,4,5,16840,209
5756,0,18,3,12,6,13961,168
5757,0,40,4,8,6,15404,203
5758,1,16,5,4,4,15481,191
5759,1,56,6,2,9,16751,239
5760,1,15,9,6,10,18447,243
5761,1,17,7,7,8,16983,227
5762,0,13,2,6,2,14596,204
5763,1,19,5,2,6,16622,235
5764,1,9,6,8,7,16730,208
5765,0,41,8,4,9,18073,239
5766,1,17,9,4,9,18622,230
5767,0,20,9,4,2,16730,198
5768,1,14,7,10,8,15724,163
5769,0,13,5,10,7,16161,213
5770,0,16,4,4,3,16175,253
5771,0,18,3,7,3,15355,204
5772,1,15,10,4,13,18504,206
5773,0,18,8,9,11,17147,194
5774,1,11,1,2,1,16616,253
5775,1,8,7,2,6,15471,206
5776,0,14,7,9,6,17075,230
5777,0,90,2,10,2,14519,223
5778,1,37,8,4,14,18664,233
5779,0,18,5,6,4,14768,157
5780,1,17,4,7,3,15859,250
5781,0,21,12,8,10,19432,232
5782,1,13,3,7,2,15412,211
5783,0,36,4,6,3,15306,220
5784,0,13,5,10,4,16377,228
5785,1,17,8,6,8,16563,199
5786,1,20,10,4,11,18879,222
5787,0,17,5,12,6,14656,186
5788,0,15,1,8,1,13129,184
5789,1,19,5,2,10,16256,218
5790,0,17,3,4,4,15179,237
5791,1,17,6,3,5,17384,241
5792,1,11,12,3,16,18280,209
5793,0,14,9,7,8,18253,203
5794,0,14,1,2,1,14722,254
5795,1,17,8,7,9,18593,252
5796,1,35,8,7,9,17345,236
5797,0,14,9,2,11,18804,272
5798,1,13,3,5,5,15597,249
5799,1,19,7,5,10,16460,220
5800,0,13,3,1,4,16156,233
5801,1,43,7,3,8,16463,223
5802,1,15,7,5,5,17541,232
5803,0,19,5,10,6,15020,182
5804,1,13,4,6,2,14687,216
5805,0,19,4,6,6,15502,227
5806,1,20,6,2,1,17413,257
5807,0,17,3,4,5,16001,265
5808,0,30,4,7,2,17040,228
5809,0,44,4,7,5,15920,234
5810,1,20,9,8,11,17408,207
5811,0,15,5,7,5,16394,251
5812,0,12,2,5,0,13408,192
5813,1,15,8,9,7,17697,208
5814,1,10,5,12,4,15708,219
5815,1,14,11,11,12,18409,219
5816,0,15,1,13,1,12622,185
5817,1,16,9,3,9,17503,204
5818,1,16,7,8,7,16936,236
5819,0,13,3,5,3,14622,206
5820,1,16,6,6,3,16266,213
5821,0,19,3,4,9,15240,243
5822,1,16,5,7,3,16911,247
5823,0,15,1,9,1,14055,204
5824,1,17,7,5,5,17227,218
5825,0,15,4,8,3,15525,198
5826,0,13,2,12,4,14199,167
5827,1,18,5,4,6,16610,263
5828,0,19,1,6,2,14307,211
5829,1,17,9,3,7,16646,236
5830,0,18,4,10,8,15316,215
5831,1,5,4,8,5,14834,191
5832,1,16,6,4,2,16027,231
5833,0,16,3,5,2,15631,252
5834,0,11,4,9,4,15114,193
5835,1,15,6,3,5,16929,263
5836,1,13,10,9,12,17828,184
5837,0,145,2,6,1,14062,219
5838,1,14,5,5,4,15885,213
5839,0,17,1,7,2,13976,211
5840,1,46,8,6,14,16898,213
5841,1,18,5,7,3,16535,206
5842,0,17,7,3,9,16847,223
5843,0,38,4,8,4,15937,219
5844,0,14,1,12,1,13453,215
5845,0,13,4,9,8,17071,205
5846,0,16,4,7,2,16224,212
5847,1,13,16,7,26,19776,191
5848,1,18,9,1,13,17461,235
5849,0,54,8,7,9,16355,193
5850,1,15,7,2,7,17325,238
5851,1,15,5,8,9,16391,228
5852,1,14,4,4,5,16938,213
5853,0,14,4,15,5,15316,184
5854,0,40,1,7,0,12300,171
5855,0,76,4,11,5,15373,217
5856,0,15,1,3,2,15196,262
5857,1,19,7,6,7,17184,206
5858,1,13,4,6,8,16135,213
5859,0,17,2,5,1,14658,210
5860,1,13,4,6,5,15420,235
5861,1,15,9,6,8,18130,220
5862,1,48,1,3,1,15119,249
5863,1,33,9,1,10,17101,207
5864,1,16,5,4,4,15832,225
5865,1,13,3,7,4,15088,209
5866,1,14,3,3,3,16213,247
5867,1,16,8,2,10,17300,223
5868,1,16,8,6,4,16818,213
5869,0,21,9,13,13,17163,190
5870,1,19,4,5,4,15522,214
5871,0,14,8,10,10,16991,205
5872,1,19,9,7,10,17556,220
5873,1,14,9,6,12,17359,225
5874,0,18,12,11,10,18849,216
5875,1,14,4,6,6,15260,201
5876,1,18,9,4,10,18307,244
5877,0,15,7,11,9,15363,171
5878,0,15,7,9,8,17543,236
5879,1,15,10,9,14,18513,213
5880,1,14,6,8,5,15913,197
5881,1,38,7,5,4,16605,199
5882,0,41,9,9,13,17641,199
5883,1,13,9,5,8,18564,212
5884,1,19,4,4,3,15588,225
5885,1,18,4,5,3,14722,187
5886,0,18,7,7,10,16531,202
5887,0,16,3,3,3,15471,233
5888,1,16,7,5,7,17271,246
5889,1,18,8,2,8,17351,235
5890,0,20,2,6,2,14869,238
5891,0,19,6,9,5,16534,231
5892,1,11,6,10,4,16226,221
5893,1,16,6,3,6,16847,220
5894,1,14,8,11,9,16583,198
5895,0,17,1,3,1,15573,246
5896,1,16,10,9,6,17770,239
5897,0,19,4,3,4,15850,233
5898,1,14,1,4,1,13756,238
5899,0,11,5,9,5,15192,198
5900,1,14,9,4,11,17611,223
5901,1,12,4,6,3,14796,209
5902,1,15,8,0,8,18519,235
5903,1,13,4,2,3,15750,233
5904,0,15,7,11,4,15967,205
5905,0,16,6,7,6,16777,212
5906,1,16,8,5,11,17145,204
5907,1,27,7,7,4,17309,253
5908,1,16,10,9,9,19219,229
5909,1,24,6,5,3,16164,226
5910,0,53,7,7,9,17220,202
5911,1,39,5,5,4,14527,195
5912,0,17,2,3,2,14355,217
5913,1,21,10,3,11,18672,243
5914,1,14,5,6,4,16481,221
5915,0,22,7,6,10,18376,225
5916,0,44,2,12,3,13899,195
5917,1,19,5,5,7,16345,230
5918,1,95,7,5,14,17964,216
5919,0,9,1,1,0,14591,230
5920,1,20,4,4,5,16486,256
5921,1,14,6,2,4,16636,225
5922,1,88,4,3,4,17585,270
5923,0,17,3,9,5,16233,216
5924,0,20,8,12,9,16830,206
5925,1,86,9,6,8,19257,224
5926,1,15,5,2,5,16977,231
5927,1,15,4,3,2,15517,215
5928,0,19,12,7,13,17810,150
5929,0,18,5,5,9,15454,210
5930,1,12,12,1,10,18048,185
5931,0,14,7,6,7,16938,223
5932,1,11,9,4,14,18587,223
5933,1,15,2,10,1,13711,180
5934,1,20,6,1,9,17687,232
5935,0,19,6,3,6,17170,238
5936,0,15,7,6,7,17055,230
5937,0,14,9,6,10,16760,193
5938,0,64,5,13,4,15680,197
5939,0,34,4,9,3,13670,166
5940,1,38,14,8,17,20305,239
5941,1,12,5,6,7,16209,231
5942,1,24,13,8,17,20860,239
5943,0,14,4,4,6,16180,217
5944,1,14,8,3,8,17608,210
5945,0,50,9,11,8,17248,185
5946,1,16,6,4,6,17025,211
5947,0,18,3,8,8,14451,225
5948,0,16,8,7,9,17169,210
5949,0,15,6,6,7,15908,208
5950,1,29,2,8,3,14948,226
5951,0,15,8,12,14,16941,203
5952,1,26,9,10,7,18410,253
5953,0,18,5,6,3,15288,218
5954,0,18,1,6,0,13446,204
5955,1,17,8,5,11,18802,236
5956,1,16,5,2,6,16398,234
5957,0,16,4,4,4,15778,219
5958,0,13,3,3,1,14634,213
5959,1,16,2,9,3,14269,203
5960,0,16,6,8,11,16031,215
5961,0,17,3,8,3,13817,167
5962,0,17,5,11,5,16280,199
5963,1,65,3,8,5,14823,193
5964,1,20,9,9,7,17174,189
5965,1,14,8,4,8,17349,197
5966,0,16,1,5,2,13235,187
5967,0,15,6,10,8,16231,179
5968,1,13,4,5,3,15255,228
5969,1,21,2,5,1,15337,235
5970,1,17,9,6,9,18050,220
5971,1,48,4,2,4,15730,240
5972,0,13,2,3,3,14752,230
5973,1,73,9,5,10,17578,213
5974,1,13,5,6,3,15397,222
5975,0,12,8,6,10,17012,225
5976,1,37,2,2,1,14886,234
5977,1,16,12,7,14,19592,235
5978,0,15,7,9,6,17550,237
5979,1,13,7,6,6,17106,226
5980,0,22,8,7,9,17977,255
5981,1,18,6,2,5,16953,248
5982,0,15,2,10,2,13550,183
5983,0,17,4,11,7,15224,189
5984,1,18,9,3,9,18582,243
5985,1,26,15,3,12,21202,238
5986,0,44,7,5,3,16066,224
5987,1,18,9,6,11,18077,235
5988,0,15,3,3,6,16042,255
5989,1,15,4,4,7,14781,209
5990,0,80,7,11,4,15904,198
5991,1,14,4,5,5,15281,211
5992,0,36,4,8,7,14795,190
5993,1,79,3,7,3,15065,239
5994,1,16,9,5,18,19011,201
5995,0,15,6,4,3,16366,237
5996,1,18,7,9,5,16709,227
5997,1,12,5,4,2,15798,231
5998,1,10,5,3,5,15239,218
5999,1,18,8,6,11,17287,224
6000,1,14,3,5,5,14788,223
6001,1,13,7,5,7,16736,217
6002,0,16,7,9,8,16876,223
6003,0,16,4,8,6,14563,196
6004,0,16,3,5,5,15912,236
6005,0,15,5,5,9,16624,208
6006,1,16,10,7,9,19018,209
6007,1,15,6,7,6,16682,209
6008,0,17,6,4,8,17249,239
6009,1,11,4,6,3,15727,247
6010,0,15,4,6,3,14962,201
6011,0,15,6,2,7,17390,239
6012,1,19,7,10,8,16632,191
6013,1,12,5,3,5,16706,231
6014,0,15,2,1,3,14969,246
6015,1,12,4,5,5,16630,251
6016,0,16,7,11,11,17037,243
6017,0,22,7,2,3,16729,231
6018,1,27,5,5,6,16281,233
6019,1,61,6,4,11,16375,226
6020,1,36,7,4,4,16849,234
6021,1,14,10,2,16,18195,220
6022,1,14,4,7,2,15825,235
6023,1,9,11,7,8,18483,199
6024,0,18,10,6,14,18270,234
6025,0,17,9,6,11,17372,202
6026,1,16,11,4,13,19582,228
6027,1,9,5,4,3,16823,226
6028,1,23,9,4,9,18264,234
6029,0,18,3,10,2,15142,211
6030,0,36,5,8,4,16396,211
6031,1,20,4,7,3,15434,235
6032,1,17,6,3,7,18564,239
6033,0,11,8,6,9,17304,233
6034,0,24,8,5,5,17785,238
6035,1,14,8,4,11,17299,233
6036,0,12,7,11,4,15528,235
6037,0,12,6,5,10,16532,213
6038,0,15,6,4,7,16279,227
6039,1,16,11,5,10,19245,245
6040,1,20,1,5,1,14998,246
6041,1,16,6,7,5,15391,182
6042,0,17,11,8,10,18459,224
6043,0,15,4,7,5,15535,214
6044,1,15,6,1,9,17226,269
6045,1,18,5,6,6,15743,212
6046,0,16,2,5,0,14659,233
6047,0,12,7,10,14,15674,176
6048,1,12,13,1,14,20699,249
6049,0,16,10,3,9,17631,201
6050,1,36,5,5,3,16282,225
6051,0,14,3,7,3,14249,220
6052,0,42,12,11,10,18159,207
6053,0,16,6,8,9,15666,208
6054,0,10,1,8,1,13305,196
6055,1,17,6,3,5,16563,215
6056,1,51,11,4,4,18339,216
6057,1,25,11,8,11,17666,193
6058,0,15,4,9,7,15315,188
6059,1,17,12,5,13,18628,239
6060,1,14,7,3,7,17342,248
6061,0,18,7,8,7,18000,210
6062,1,14,3,4,2,15318,235
6063,1,105,9,5,9,17795,237
6064,0,41,6,8,5,16351,234
6065,0,125,4,5,2,14842,184
6066,1,26,2,3,6,15439,250
6067,1,15,9,6,5,16994,225
6068,0,78,7,7,15,16250,157
6069,0,41,2,12,2,14789,221
6070,1,18,3,4,2,14830,184
6071,0,66,1,7,1,14252,229
6072,0,17,6,13,5,17300,229
6073,0,12,10,12,6,17391,202
6074,0,15,5,10,5,15600,169
6075,1,14,8,4,7,16134,183
6076,1,15,11,4,11,18470,231
6077,0,14,3,6,1,15298,233
6078,1,22,5,3,7,15849,220
6079,1,20,5,7,10,15793,215
6080,1,15,1,2,1,14392,222
6081,0,14,6,4,6,15508,193
6082,1,15,2,8,2,15467,228
6083,1,25,14,9,16,19904,179
6084,1,17,9,10,7,17206,216
6085,0,75,7,7,11,16600,195
6086,1,40,5,6,5,16154,235
6087,0,15,5,7,12,15218,198
6088,1,14,5,7,5,15135,176
6089,0,13,3,6,1,14980,210
6090,1,16,7,4,5,16283,206
6091,1,47,3,2,3,14706,203
6092,0,18,12,5,14,18508,205
6093,0,19,5,6,7,18324,227
6094,0,13,4,13,2,14969,208
6095,1,17,4,3,1,15116,228
6096,0,22,5,5,2,15752,217
6097,0,109,10,3,14,19056,233
6098,0,41,5,4,7,16412,223
6099,1,17,8,4,9,17773,235
6100,0,40,3,5,4,14710,227
6101,0,12,8,9,9,17543,190
6102,1,15,6,4,3,15981,219
6103,0,30,8,8,3,17570,230
6104,0,21,3,7,2,14505,216
6105,0,15,5,7,5,17618,225
6106,1,16,11,10,17,18858,214
6107,0,13,4,9,8,15400,219
6108,1,17,8,5,13,17355,204
6109,0,38,5,3,5,15999,211
6110,1,16,8,6,9,18262,224
6111,0,21,6,7,4,15514,185
6112,1,69,9,3,11,16678,201
6113,0,18,6,5,8,16660,241
6114,1,12,8,2,15,17392,215
6115,1,38,7,3,7,16674,221
6116,0,209,5,9,4,15703,210
6117,1,19,5,0,4,16797,268
6118,1,20,7,8,8,17606,227
6119,1,48,6,9,7,15993,226
6120,1,17,7,5,7,16622,206
6121,0,15,6,4,6,15807,221
6122,1,17,9,6,12,18555,250
6123,1,18,10,2,8,18826,259
6124,0,21,4,8,3,14787,185
6125,1,41,8,6,12,18675,219
6126,1,16,7,5,7,17106,231
6127,1,22,6,7,4,16956,242
6128,0,9,2,9,1,13879,185
6129,1,16,4,3,6,15164,216
6130,1,18,6,2,4,16849,241
6131,1,17,6,8,6,16914,184
6132,0,17,7,7,10,16728,231
6133,1,14,8,6,9,16694,227
6134,0,18,5,6,6,15826,235
6135,0,26,5,13,6,15558,203
6136,0,20,4,6,4,14053,169
6137,0,47,14,11,14,20887,215
6138,1,19,4,6,3,15373,228
6139,1,15,8,4,6,17522,257
6140,1,16,9,7,15,17088,179
6141,0,16,6,6,4,16968,231
6142,1,22,10,5,10,17987,232
6143,1,14,6,7,8,16871,263
6144,1,16,11,4,13,19035,207
6145,0,11,2,9,1,13380,188
6146,1,25,3,3,4,15834,248
